dt,ADC3,ADC4,ADC5,ADC6,ADC7,Altitude,ColorName,ColorRaw,ColorRgb,Pressure,Temperature,Potentiometer1,Potentiometer2,Light,MsgType,DeviceName,Sentence,Word,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
2017-01-22T17:04:44.5186166Z,,,,,,,,,,,,,,,MWord,PC1,,long,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:44.6846564Z,39,411,655,421,873,525.7702,ABC,Record,Record,-510.553284,-493.553284,-518.82305342008067,1007.7892526623797,485.32488227116755,MAll,PC4,,,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:44.7938362Z,916,52,739,47,3,541.7702,,,,-503.553284,-511.553284,-498.82305342008067,991.78925266237968,487.32488227116755,MAllNum,PC6,,,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:44.9026302Z,,,,,,,,,,,,,,,MSentence,PC3,"'What business is she of yours, my good sir?'",,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:45.0272524Z,,,,,,,,,,,,,,,MWord,PC,,way,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:45.4491180Z,,,,,,,,,,,,,,,MSentence,PC4,"But there was nothing special in the room. The furniture, all very old and of yellow wood, consisted of a sofa with a huge bent wooden back, an oval table in front of the sofa, a dressing-table with a looking-glass fixed on it between the windows, chairs along the walls and two or three half-penny prints in yellow frames, representing German damsels with birds in their hands-that was all.",,2017-01-22T17:04:47.0648441Z,1,2017-01-22T17:04:45.2050000Z,Record
2017-01-22T17:04:45.7665781Z,874,223,452,757,667,-931.817444,ABC,Record,Record,-172.1857,-184.1857,-154.02984651200927,278.83397108659824,-547.43710972496808,MAll,PC,,,2017-01-22T17:04:47.0648441Z,1,2017-01-22T17:04:45.2050000Z,Record
2017-01-22T17:04:45.8874311Z,281,428,218,717,486,-952.817444,,,,-186.1857,-160.1857,-156.02984651200927,290.83397108659824,-555.43710972496808,MAllNum,PC4,,,2017-01-22T17:04:47.0648441Z,1,2017-01-22T17:04:45.2050000Z,Record
2017-01-22T17:04:46.0156979Z,,,,,,,,,,,,,,,MSentence,PC,And there are the little ones hungry.,,2017-01-22T17:04:47.0648441Z,1,2017-01-22T17:04:45.2050000Z,Record
2017-01-22T17:04:46.2833071Z,467,439,859,885,54,25.304781,ABC,Record,Record,-235.820084,-209.820084,636.6319479836402,286.12119661532176,719.67552269807288,MAll,PC3,,,2017-01-22T17:04:47.0648441Z,1,2017-01-22T17:04:45.2050000Z,Record
2017-01-22T17:04:46.3864160Z,954,377,67,868,766,48.3047829,,,,-221.820084,-231.820084,648.6319479836402,274.12119661532176,715.67552269807288,MAllNum,PC,,,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:46.5225057Z,,,,,,,,,,,,,,,MSentence,PC,"'Oh, God, how loathsome it all is and can I, can I possibly. No, it's nonsense, it's rubbish!' he added resolutely. 'And how could such an atrocious thing come into my head? What filthy things my heart is capable of. Yes, filthy above all, disgusting, loathsome, loathsome! - and for a whole month I've been.'",,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:46.6395038Z,,,,,,,,,,,,,,,MWord,PC2,,work,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:46.8159106Z,973,997,928,500,180,392.751434,ABC,Record,Record,-548.4149,-545.4149,13.802116961877658,148.94956577667037,22.346692595626084,MAll,PC5,,,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:46.9311400Z,156,451,432,299,833,383.751434,,,,-552.4149,-570.4149,11.802116961877658,145.94956577667037,2.3466925956260853,MAllNum,PC,,,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:47.0526084Z,,,,,,,,,,,,,,,MSentence,PC7,In the corner a light was burning before a small ikon. Everything was very clean; the floor and the furniture were brightly polished; everything shone.,,2017-01-22T17:04:48.0961166Z,1,2017-01-22T17:04:46.2690000Z,Record
2017-01-22T17:04:47.3498404Z,618,204,552,448,716,-410.124756,ABC,Record,Record,247.235748,246.235748,65.392541794327059,-414.74959404439232,-317.93412322815607,MAll,PC1,,,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:47.4682130Z,135,180,231,412,659,-390.124756,,,,237.235748,246.235748,51.392541794327052,-416.74959404439232,-328.93412322815607,MAllNum,PC1,,,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:47.5762981Z,,,,,,,,,,,,,,,MSentence,PC4,"'But that's for me to do as I please, my good sir, to wait or to sell your pledge at once.'",,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:47.6852023Z,,,,,,,,,,,,,,,MWord,PC2,,too,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:47.8824903Z,265,372,276,585,524,1.15670645,ABC,Record,Record,557.7707,559.7707,4.7516981282594308,289.33417116268,46.298799792560885,MAll,PC3,,,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:48.1229581Z,,,,,,,,,,,,,,,MSentence,PC5,"He was so badly dressed that even a man accustomed to shabbiness would have been ashamed to be seen in the street in such rags. In that quarter of the town, however, scarcely any shortcoming in dress would have created surprise.",,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:48.2319528Z,,,,,,,,,,,,,,,MWord,PC9,,where,2017-01-22T17:04:49.1742863Z,1,2017-01-22T17:04:47.2700000Z,Record
2017-01-22T17:04:48.4159985Z,273,794,340,350,204,-229.803772,ABC,Record,Record,994.57666,1016.57666,256.77160754536135,-893.981815543068,-782.96600989296667,MAll,PC,,,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:48.6389975Z,,,,,,,,,,,,,,,MSentence,PC0,"'No, that you don't understand yet. And for a whole year, I performed my duties conscientiously and faithfully, and did not touch this' (he tapped the jug with his finger), 'for I have feelings. But even so, I could not please her; and then I lost my place too, and that through no fault of mine but through changes in the office; and then I did touch it!",,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:48.7470012Z,,,,,,,,,,,,,,,MWord,PC9,,number,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:48.9489985Z,84,287,340,440,300,-52.9344749,ABC,Record,Record,-81.30372,-97.30372,404.513514245893,-675.43374130089353,341.4566881494726,MAll,PC2,,,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:49.1019982Z,609,779,129,527,18,-48.9344749,,,,-87.30372,-89.30372,432.513514245893,-680.43374130089353,342.4566881494726,MAllNum,PC7,,,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:49.2320022Z,,,,,,,,,,,,,,,MSentence,PC0,"At the other persons in the room, including the tavern- keeper, the clerk looked as though he were used to their company, and weary of it, showing a shade of condescending contempt for them as persons of station and culture inferior to his own, with whom it would be useless for him to converse.",,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:49.3410018Z,,,,,,,,,,,,,,,MWord,PC5,,show,2017-01-22T17:04:50.1117491Z,1,2017-01-22T17:04:48.2720000Z,Record
2017-01-22T17:04:49.4819996Z,341,761,32,203,868,573.213867,ABC,Record,Record,368.345154,358.345154,594.64389336994725,156.10956418879869,-70.218658617634574,MAll,PC6,,,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:49.6389982Z,754,911,855,742,350,577.213867,,,,374.345154,356.345154,610.64389336994725,128.10956418879869,-66.218658617634574,MAllNum,PC9,,,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:49.7650006Z,,,,,,,,,,,,,,,MSentence,PC7,At these moments he would become conscious that his ideas were sometimes in a tangle and that he was very weak; for two days he had scarcely tasted food.,,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:49.8729983Z,,,,,,,,,,,,,,,MWord,PC1,,made,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:50.0149992Z,637,890,874,204,434,-568.1584,ABC,Record,Record,867.0726,878.0726,-64.831617418303821,-199.81737232201485,204.15697059417255,MAll,PC7,,,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:50.1379976Z,59,471,860,286,70,-572.1584,,,,879.0726,870.0726,-64.831617418303821,-197.81737232201485,195.15697059417255,MAllNum,PC4,,,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:50.3110000Z,,,,,,,,,,,,,,,MSentence,PC,"Now, a month later, he had begun to look upon them differently, and, in spite of the monologues in which he jeered at his own impotence and indecision, he had involuntarily come to regard this 'hideous' dream as an exploit to be attempted, although he still did not realise this himself. He was positively going now for a 'rehearsal' of his project, and at every step his excitement grew more and more violent.",,2017-01-22T17:04:51.0961604Z,1,2017-01-22T17:04:49.3040000Z,Record
2017-01-22T17:04:50.4229969Z,,,,,,,,,,,,,,,MWord,PC1,,great,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:50.5659983Z,750,30,111,850,517,-267.958679,ABC,Record,Record,22.4678841,13.4678831,-456.10492477027361,37.944118530509527,-363.96893596470267,MAll,PC0,,,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:50.6699982Z,785,790,878,359,576,-270.958679,,,,7.46788359,7.46788359,-470.10492477027361,27.944118530509527,-375.96893596470267,MAllNum,PC9,,,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:50.7789975Z,,,,,,,,,,,,,,,MSentence,PC0,"'How much will you give me for the watch, Alyona Ivanovna?'",,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:50.8909966Z,,,,,,,,,,,,,,,MWord,PC3,,such,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:51.0810022Z,85,591,956,696,546,63.9376068,ABC,Record,Record,239.2497,221.2497,-414.1628098046973,175.17126052912957,-844.46867466468609,MAll,PC1,,,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:51.1899996Z,625,742,941,144,697,43.9376068,,,,244.2497,243.2497,-413.1628098046973,194.17126052912957,-825.46867466468609,MAllNum,PC4,,,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:51.2970021Z,,,,,,,,,,,,,,,MSentence,PC8,"'And here I am again on the same errand,' Raskolnikov continued, a little disconcerted and surprised at the old woman's mistrust. 'Perhaps she is always like that though, only I did not notice it the other time,' he thought with an uneasy feeling.",,2017-01-22T17:04:52.2060558Z,1,2017-01-22T17:04:50.3200000Z,Record
2017-01-22T17:04:51.4209986Z,,,,,,,,,,,,,,,MWord,PC5,,something,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:51.6140015Z,526,815,226,756,591,1023.11652,ABC,Record,Record,-448.318634,-446.318634,-325.02722007226487,-260.71827606302026,243.99084303978097,MAll,PC8,,,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:51.7349989Z,99,217,547,331,534,1023.11652,,,,-465.318634,-452.318634,-327.02722007226487,-250.71827606302026,249.99084303978097,MAllNum,PC5,,,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:51.8449993Z,,,,,,,,,,,,,,,MSentence,PC3,"This was not because he was cowardly and abject, quite the contrary; but for some time past he had been in an overstrained irritable condition, verging on hypochondria.",,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:52.1470011Z,947,822,350,244,437,-705.9501,ABC,Record,Record,85.25906,79.25906,672.798398721325,-155.85704444048557,-415.76456937975956,MAll,PC9,,,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:52.3769985Z,,,,,,,,,,,,,,,MSentence,PC,"Do you understand? Allow me to ask you another question out of simple curiosity: have you ever spent a night on a hay barge, on the Neva?'",,2017-01-22T17:04:53.1904305Z,1,2017-01-22T17:04:51.3660000Z,Record
2017-01-22T17:04:52.6810004Z,121,545,554,787,528,633.358032,ABC,Record,Record,-619.512756,-609.512756,803.12544163121549,79.4548877752487,-46.483746271529483,MAll,PC2,,,2017-01-22T17:04:54.1591657Z,1,2017-01-22T17:04:52.3670000Z,Record
2017-01-22T17:04:52.8380006Z,976,738,11,576,328,654.358032,,,,-610.512756,-608.512756,798.12544163121549,77.4548877752487,-37.483746271529483,MAllNum,PC5,,,2017-01-22T17:04:54.1591657Z,1,2017-01-22T17:04:52.3670000Z,Record
2017-01-22T17:04:53.0719995Z,,,,,,,,,,,,,,,MWord,PC3,,who,2017-01-22T17:04:54.1591657Z,1,2017-01-22T17:04:52.3670000Z,Record
2017-01-22T17:04:53.2139974Z,37,79,150,646,959,-214.378311,ABC,Record,Record,-135.407516,-125.407516,841.03671868992,-986.57252006579529,67.525566238249908,MAll,PC8,,,2017-01-22T17:04:54.1591657Z,1,2017-01-22T17:04:52.3670000Z,Record
2017-01-22T17:04:53.4609995Z,,,,,,,,,,,,,,,MSentence,PC0,"'What do you want?' the old woman said severely, coming into the room and, as before, standing in front of him so as to look him straight in the face.",,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:53.5709984Z,,,,,,,,,,,,,,,MWord,PC0,,something,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:53.7469985Z,543,194,387,789,835,-880.3246,ABC,Record,Record,956.5653,955.5653,718.49618279184949,-449.48431788136554,-941.6301973338725,MAll,PC6,,,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:53.8990004Z,747,211,538,45,106,-879.3246,,,,955.5653,934.5653,709.49618279184949,-440.48431788136554,-967.6301973338725,MAllNum,PC3,,,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:54.0260022Z,,,,,,,,,,,,,,,MSentence,PC2,"Raskolnikov went out in complete confusion. This confusion became more and more intense. As he went down the stairs, he even stopped short, two or three times, as though suddenly struck by some thought. When he was in the street he cried out,",,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:54.1389999Z,,,,,,,,,,,,,,,MWord,PC,,your,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:54.2800023Z,188,661,545,491,388,10.116991,ABC,Record,Record,-891.157,-915.157,-825.48792492945984,724.1962169101198,-85.944714241783814,MAll,PC,,,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:54.3899990Z,877,35,13,126,549,32.116993,,,,-901.157,-896.157,-820.48792492945984,740.1962169101198,-84.944714241783814,MAllNum,PC7,,,2017-01-22T17:04:55.1748145Z,1,2017-01-22T17:04:53.3830000Z,Record
2017-01-22T17:04:54.5119991Z,,,,,,,,,,,,,,,MSentence,PC5,"But in spite of this scornful reflection, he was by now looking cheerful as though he were suddenly set free from a terrible burden: and he gazed round in a friendly way at the people in the room. But even at that moment he had a dim foreboding that this happier frame of mind was also not normal.",,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:54.6509990Z,,,,,,,,,,,,,,,MWord,PC5,,all,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:54.8299994Z,38,512,394,197,605,-895.2314,ABC,Record,Record,-536.5082,-545.5082,542.60348814960867,499.41987097698637,-342.60387848424944,MAll,PC5,,,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:54.9480026Z,199,599,610,229,959,-866.2314,,,,-525.5082,-527.5082,529.60348814960867,516.41987097698643,-323.60387848424944,MAllNum,PC3,,,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:55.0589990Z,,,,,,,,,,,,,,,MSentence,PC7,"Owing to the proximity of the Hay Market, the number of establishments of bad character, the preponderance of the trading and working class population crowded in these streets and alleys in the heart of Petersburg, types so various were to be seen in the streets that no figure, however queer, would have caused surprise.",,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:55.1740026Z,,,,,,,,,,,,,,,MWord,PC7,,was,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:55.3629994Z,956,738,210,712,250,975.956,ABC,Record,Record,-973.4993,-973.4993,656.14685165624826,183.70288359675777,45.613065184681219,MAll,PC2,,,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:55.4639998Z,353,921,953,556,628,946.956,,,,-967.4993,-990.4993,643.14685165624826,161.70288359675777,59.613065184681219,MAllNum,PC9,,,2017-01-22T17:04:56.2529630Z,1,2017-01-22T17:04:54.4010000Z,Record
2017-01-22T17:04:55.5889990Z,,,,,,,,,,,,,,,MSentence,PC0,"'It's in the houses of spiteful old widows that one finds such cleanliness,' Raskolnikov thought again, and he stole a curious glance at the cotton curtain over the door leading into another tiny room, in which stood the old woman's bed and chest of drawers and into which he had never looked before. These two rooms made up the whole flat.",,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:55.7140025Z,,,,,,,,,,,,,,,MWord,PC4,,said,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:55.8800009Z,972,760,337,159,588,-288.121674,ABC,Record,Record,-579.333252,-570.333252,-186.91770513660242,937.39350885075351,-386.75207870921213,MAll,PC1,,,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:55.9950011Z,158,649,375,303,269,-289.121674,,,,-564.333252,-580.333252,-166.91770513660242,930.39350885075351,-389.75207870921213,MAllNum,PC0,,,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:56.1079988Z,,,,,,,,,,,,,,,MSentence,PC2,The young man did not answer a word.,,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:56.2439980Z,,,,,,,,,,,,,,,MWord,PC6,,with,2017-01-22T17:04:57.3623354Z,1,2017-01-22T17:04:55.4010000Z,Record
2017-01-22T17:04:56.5579979Z,954,847,877,919,868,-90.1745148,,,,-169.054932,-169.054932,281.12493879884039,-202.7620673436742,954.619396396614,MAllNum,PC8,,,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:56.6660081Z,,,,,,,,,,,,,,,MSentence,PC4,And there are the little ones hungry.,,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:56.7919983Z,,,,,,,,,,,,,,,MWord,PC2,,large,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:56.9449992Z,726,228,362,134,82,460.8263,ABC,Record,Record,379.674561,386.674561,351.67262374296683,-30.060114024977281,40.474329678411252,MAll,PC1,,,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:57.0609984Z,319,685,551,501,719,477.8263,,,,401.674561,398.674561,366.67262374296683,-35.060114024977281,20.474329678411248,MAllNum,PC0,,,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:57.2309994Z,,,,,,,,,,,,,,,MSentence,PC0,"'Step in, my good sir.'",,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:57.3440010Z,,,,,,,,,,,,,,,MWord,PC4,,between,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:57.4800021Z,125,322,576,86,786,886.3788,ABC,Record,Record,-604.829834,-607.829834,-520.71085186765549,640.149255388515,-429.47712073187228,MAll,PC7,,,2017-01-22T17:04:58.3310950Z,1,2017-01-22T17:04:56.4950000Z,Record
2017-01-22T17:04:57.5980014Z,417,626,856,789,249,890.3788,,,,-614.829834,-601.829834,-527.71085186765549,627.149255388515,-448.47712073187228,MAllNum,PC5,,,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:57.7000015Z,,,,,,,,,,,,,,,MSentence,PC6,"Without stopping to think, Raskolnikov went down the steps at once. Till that moment he had never been into a tavern, but now he felt giddy and was tormented by a burning thirst.",,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:58.0279978Z,668,593,917,715,105,177.481888,ABC,Record,Record,56.4755669,63.4755669,-450.89375869911021,273.17858825635062,84.47900042262178,MAll,PC5,,,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:58.4490002Z,676,880,126,367,983,172.481888,,,,47.4755669,63.4755669,-431.89375869911021,260.17858825635062,100.47900042262178,MAllNum,PC2,,,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:58.5449993Z,262,872,533,320,818,624.791565,ABC,Record,Record,-91.65883,-82.65883,-149.251254118962,-165.36988572229686,268.30068362755594,MAll,PC3,,,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:58.5589988Z,,,,,,,,,,,,,,,MSentence,PC4,"'It must be the top drawer,' he reflected. 'So she carries the keys in a pocket on the right. All in one bunch on a steel ring. And there's one key there, three times as big as all the others, with deep notches; that can't be the key of the chest of drawers then there must be some other chest or strong-box that's worth knowing. Strong-boxes always have keys like that but how degrading it all is.'",,2017-01-22T17:04:59.2842295Z,1,2017-01-22T17:04:57.5110000Z,Record
2017-01-22T17:04:58.6399991Z,162,393,887,792,548,622.791565,,,,-100.658829,-107.658829,-129.251254118962,-170.36988572229686,271.30068362755594,MAllNum,PC9,,,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:58.6399991Z,,,,,,,,,,,,,,,MWord,PC7,,may,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:58.7480024Z,,,,,,,,,,,,,,,MSentence,PC4,"'Why am I not at my duty, honoured sir,' Marmeladov went on, addressing himself exclusively to Raskolnikov, as though it had been he who put that question to him. 'Why am I not at my duty?",,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:58.9370026Z,,,,,,,,,,,,,,,MWord,PC3,,what,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:59.0790032Z,625,675,651,966,550,5.47710371,ABC,Record,Record,-232.402008,-245.402008,-75.738138164092248,-9.2733835034985752,0.18542609034189439,MAll,PC0,,,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:59.2940029Z,,,,,,,,,,,,,,,MSentence,PC0,"We have now part of a room at Amalia Fyodorovna Lippevechsel's; and what we live upon and what we pay our rent with, I could not say. There are a lot of people living there besides ourselves. Dirt and disorder, a perfect Bedlam hm... yes.",,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:59.4039992Z,,,,,,,,,,,,,,,MWord,PC,,saw,2017-01-22T17:05:00.3154793Z,1,2017-01-22T17:04:58.5110000Z,Record
2017-01-22T17:04:59.6280002Z,912,448,970,480,143,-62.2462158,ABC,Record,Record,649.547546,642.547546,-245.23095721559733,-27.770537289916689,-871.5979004122845,MAll,PC7,,,2017-01-22T17:05:01.4248370Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:04:59.7540007Z,65,719,618,383,194,-78.2462158,,,,646.547546,656.547546,-247.23095721559733,-22.770537289916689,-876.5979004122845,MAllNum,PC3,,,2017-01-22T17:05:01.4248370Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:04:59.8759989Z,,,,,,,,,,,,,,,MSentence,PC8,"There are chance meetings with strangers that interest us from the first moment, before a word is spoken. Such was the impression made on Raskolnikov by the person sitting a little distance from him, who looked like a retired clerk.",,2017-01-22T17:05:01.4248370Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:04:59.9830018Z,,,,,,,,,,,,,,,MWord,PC5,,name,2017-01-22T17:05:01.4248370Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:05:00.1609979Z,15,361,381,731,915,-586.9417,ABC,Record,Record,174.125519,153.125519,15.190505005591248,43.025920782328271,880.87098472934235,MAll,PC2,,,2017-01-22T17:05:01.4248370Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:05:00.2636237Z,908,817,147,295,754,-576.9417,,,,155.125519,176.125519,18.190505005591248,52.025920782328271,889.87098472934235,MAllNum,PC0,,,2017-01-22T17:05:01.4406658Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:05:00.3726233Z,,,,,,,,,,,,,,,MSentence,PC5,'Walking along the crowded row,,2017-01-22T17:05:01.4406658Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:05:00.5136234Z,,,,,,,,,,,,,,,MWord,PC9,,something,2017-01-22T17:05:01.4406658Z,1,2017-01-22T17:04:59.5270000Z,Record
2017-01-22T17:05:00.6776246Z,819,389,97,656,160,894.2232,ABC,Record,Record,-118.419304,-123.419304,-380.92090497212553,756.47585424190424,-204.37345526354278,MAll,PC4,,,2017-01-22T17:05:02.4248742Z,1,2017-01-22T17:05:00.5420000Z,Record
2017-01-22T17:05:00.7806240Z,305,572,851,918,23,889.2232,,,,-116.419304,-126.419304,-370.92090497212553,753.47585424190424,-208.37345526354278,MAllNum,PC3,,,2017-01-22T17:05:02.4248742Z,1,2017-01-22T17:05:00.5420000Z,Record
2017-01-22T17:05:00.8896248Z,,,,,,,,,,,,,,,MSentence,PC2,"He got up, staggered, took up his jug and glass, and sat down beside the young man, facing him a little sideways. He was drunk, but spoke fluently and boldly, only occasionally losing the thread of his sentences and drawling his words.",,2017-01-22T17:05:02.4248742Z,1,2017-01-22T17:05:00.5420000Z,Record
